ID (id),Name (nm),Type (Base),Type (de),Type (es),Type (fr),Type (id),Type (it),Type (ja),Type (ko),Type (pt),Type (ru),Type (th),Type (vi),Type (zh-Hans),Type (zh-Hant),Spirit (Base),Spirit (de),Spirit (es),Spirit (fr),Spirit (id),Spirit (it),Spirit (ja),Spirit (ko),Spirit (pt),Spirit (ru),Spirit (th),Spirit (vi),Spirit (zh-Hans),Spirit (zh-Hant),Cost (cst),Currency (Base),Currency (de),Currency (es),Currency (fr),Currency (id),Currency (it),Currency (ja),Currency (ko),Currency (pt),Currency (ru),Currency (th),Currency (vi),Currency (zh-Hans),Currency (zh-Hant),Dependency ID (dep),Tree Tier (tt),Tree Order (to),Event (Base),Event (de),Event (es),Event (fr),Event (id),Event (it),Event (ja),Event (ko),Event (pt),Event (ru),Event (th),Event (vi),Event (zh-Hans),Event (zh-Hant),Acquisition (ta)
880109687,emote_upgrade_acknowledge_01,Expression Upgrade,Ausdrucksupgrade,Actualización de expresiones,Amélioration d’expression,Peningkatan Ekspresi,Migliora espressione,感情表現のアップグレード,제스처 업그레이드,Aprimoramento de expressão,Улучшение выражения,อัปเกรดการแสดงออก,Nâng cấp Biểu cảm,表情升级,表情升級,Saluting Protector,Grüßender Beschützer,Protector que saluda,Protecteur saluant,Menghormati Pelindung,Protettore sull'attenti,敬礼する守護者,경례하는 수호자,Protetor saudoso,Салютующий защитник,ผู้พิทักษ์โค้งคำนับ,Hộ Vệ Cúi Chào,敬礼护卫,敬禮護衛,0,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,0,,,,,,,,,,,,,,,,,spirit_unlock
896887306,emote_upgrade_acknowledge_02,Expression Upgrade,Ausdrucksupgrade,Actualización de expresiones,Amélioration d’expression,Peningkatan Ekspresi,Migliora espressione,感情表現のアップグレード,제스처 업그레이드,Aprimoramento de expressão,Улучшение выражения,อัปเกรดการแสดงออก,Nâng cấp Biểu cảm,表情升级,表情升級,Saluting Protector,Grüßender Beschützer,Protector que saluda,Protecteur saluant,Menghormati Pelindung,Protettore sull'attenti,敬礼する守護者,경례하는 수호자,Protetor saudoso,Салютующий защитник,ผู้พิทักษ์โค้งคำนับ,Hộ Vệ Cúi Chào,敬礼护卫,敬禮護衛,4,Heart,Herz,Corazón,Cœur,Hati,Cuore,ハート,하트,Coração,Сердце,หัวใจ,Trái Tim,爱心,愛心,880109687,,,,,,,,,,,,,,,,,spirit_unlock
639706288,lootbox_rare_acknowledge_01,Blessing,Segen,Bendición,Bénédiction,Berkah,Benedizione,祝福,축복,Bênção,Благословение,พร,Chúc phúc,祝福,祝福,Saluting Protector,Grüßender Beschützer,Protector que saluda,Protecteur saluant,Menghormati Pelindung,Protettore sull'attenti,敬礼する守護者,경례하는 수호자,Protetor saudoso,Салютующий защитник,ผู้พิทักษ์โค้งคำนับ,Hộ Vệ Cúi Chào,敬礼护卫,敬禮護衛,5,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,880109687,,,,,,,,,,,,,,,,,spirit_unlock
3438781520,sheet08,Music Sheet,Notenblatt,Partitura,Partition,Partitur,Spartito,楽譜,악보,Partitura,Ноты,แผ่นโน้ตเพลง,Bản Nhạc,乐谱,樂譜,Saluting Protector,Grüßender Beschützer,Protector que saluda,Protecteur saluant,Menghormati Pelindung,Protettore sull'attenti,敬礼する守護者,경례하는 수호자,Protetor saudoso,Салютующий защитник,ผู้พิทักษ์โค้งคำนับ,Hộ Vệ Cúi Chào,敬礼护卫,敬禮護衛,15,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,639706288,,,,,,,,,,,,,,,,,spirit_unlock
173721657,tier_unlock_acknowledge_01,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,Saluting Protector,Grüßender Beschützer,Protector que saluda,Protecteur saluant,Menghormati Pelindung,Protettore sull'attenti,敬礼する守護者,경례하는 수호자,Protetor saudoso,Салютующий защитник,ผู้พิทักษ์โค้งคำนับ,Hộ Vệ Cúi Chào,敬礼护卫,敬禮護衛,2,Ascended Candle,Aufgestiegene Kerze,Vela elevada,Bougie élevée,Lilin Kenaikan,Candela di ascensione,星のキャンドル,하늘양초,Vela Ascendida,Вознесенная свеча,เทียนจุติ,Nến Thăng Hoa,升华蜡烛,昇華燭,639706288,,,,,,,,,,,,,,,,,spirit_unlock
1806077664,heart_acknowledge,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,Saluting Protector,Grüßender Beschützer,Protector que saluda,Protecteur saluant,Menghormati Pelindung,Protettore sull'attenti,敬礼する守護者,경례하는 수호자,Protetor saudoso,Салютующий защитник,ผู้พิทักษ์โค้งคำนับ,Hộ Vệ Cúi Chào,敬礼护卫,敬禮護衛,3,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,639706288,,,,,,,,,,,,,,,,,spirit_unlock
913664925,emote_upgrade_acknowledge_03,Expression Upgrade,Ausdrucksupgrade,Actualización de expresiones,Amélioration d’expression,Peningkatan Ekspresi,Migliora espressione,感情表現のアップグレード,제스처 업그레이드,Aprimoramento de expressão,Улучшение выражения,อัปเกรดการแสดงออก,Nâng cấp Biểu cảm,表情升级,表情升級,Saluting Protector,Grüßender Beschützer,Protector que saluda,Protecteur saluant,Menghormati Pelindung,Protettore sull'attenti,敬礼する守護者,경례하는 수호자,Protetor saudoso,Салютующий защитник,ผู้พิทักษ์โค้งคำนับ,Hộ Vệ Cúi Chào,敬礼护卫,敬禮護衛,3,Heart,Herz,Corazón,Cœur,Hati,Cuore,ハート,하트,Coração,Сердце,หัวใจ,Trái Tim,爱心,愛心,173721657,,,,,,,,,,,,,,,,,spirit_unlock
796221592,emote_upgrade_acknowledge_04,Expression Upgrade,Ausdrucksupgrade,Actualización de expresiones,Amélioration d’expression,Peningkatan Ekspresi,Migliora espressione,感情表現のアップグレード,제스처 업그레이드,Aprimoramento de expressão,Улучшение выражения,อัปเกรดการแสดงออก,Nâng cấp Biểu cảm,表情升级,表情升級,Saluting Protector,Grüßender Beschützer,Protector que saluda,Protecteur saluant,Menghormati Pelindung,Protettore sull'attenti,敬礼する守護者,경례하는 수호자,Protetor saudoso,Салютующий защитник,ผู้พิทักษ์โค้งคำนับ,Hộ Vệ Cúi Chào,敬礼护卫,敬禮護衛,6,Heart,Herz,Corazón,Cœur,Hati,Cuore,ハート,하트,Coração,Сердце,หัวใจ,Trái Tim,爱心,愛心,913664925,,,,,,,,,,,,,,,,,spirit_unlock
690039145,lootbox_rare_acknowledge_02,Blessing,Segen,Bendición,Bénédiction,Berkah,Benedizione,祝福,축복,Bênção,Благословение,พร,Chúc phúc,祝福,祝福,Saluting Protector,Grüßender Beschützer,Protector que saluda,Protecteur saluant,Menghormati Pelindung,Protettore sull'attenti,敬礼する守護者,경례하는 수호자,Protetor saudoso,Салютующий защитник,ผู้พิทักษ์โค้งคำนับ,Hộ Vệ Cúi Chào,敬礼护卫,敬禮護衛,5,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,913664925,,,,,,,,,,,,,,,,,spirit_unlock
1205733815,CharSkyKid_Wing_AP02Fur_01,Outfit,outfit,Traje,Tenue,Pakaian,Costume,ドレスアップ,의상,Traje,Наряд,ชุดเสื้อผ้า,Trang phục,服饰,服飾,Saluting Protector,Grüßender Beschützer,Protector que saluda,Protecteur saluant,Menghormati Pelindung,Protettore sull'attenti,敬礼する守護者,경례하는 수호자,Protetor saudoso,Салютующий защитник,ผู้พิทักษ์โค้งคำนับ,Hộ Vệ Cúi Chào,敬礼护卫,敬禮護衛,75,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,690039145,,,,,,,,,,,,,,,,,spirit_unlock
3555166118,CharSkyKid_Mask_AP02Bird_01,Outfit,outfit,Traje,Tenue,Pakaian,Costume,ドレスアップ,의상,Traje,Наряд,ชุดเสื้อผ้า,Trang phục,服饰,服飾,Saluting Protector,Grüßender Beschützer,Protector que saluda,Protecteur saluant,Menghormati Pelindung,Protettore sull'attenti,敬礼する守護者,경례하는 수호자,Protetor saudoso,Салютующий защитник,ผู้พิทักษ์โค้งคำนับ,Hộ Vệ Cúi Chào,敬礼护卫,敬禮護衛,42,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,690039145,,,,,,,,,,,,,,,,,spirit_unlock
2567882071,emote_upgrade_kungfu_01,Expression Upgrade,Ausdrucksupgrade,Actualización de expresiones,Amélioration d’expression,Peningkatan Ekspresi,Migliora espressione,感情表現のアップグレード,제스처 업그레이드,Aprimoramento de expressão,Улучшение выражения,อัปเกรดการแสดงออก,Nâng cấp Biểu cảm,表情升级,表情升級,Greeting Shaman,Grüßender Schamane,Chamán amable,Shaman saluant,Dukun Salam,Sciamano accogliente,礼を尽くす祈祷師,인사하는 주술사,Xamã acolhedor,Приветствующий шаман,ชาแมนผู้อวยพร,Pháp Sư Chào Hỏi,拳礼武僧,拳禮武僧,0,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,0,,,,,,,,,,,,,,,,,spirit_unlock
2584659690,emote_upgrade_kungfu_02,Expression Upgrade,Ausdrucksupgrade,Actualización de expresiones,Amélioration d’expression,Peningkatan Ekspresi,Migliora espressione,感情表現のアップグレード,제스처 업그레이드,Aprimoramento de expressão,Улучшение выражения,อัปเกรดการแสดงออก,Nâng cấp Biểu cảm,表情升级,表情升級,Greeting Shaman,Grüßender Schamane,Chamán amable,Shaman saluant,Dukun Salam,Sciamano accogliente,礼を尽くす祈祷師,인사하는 주술사,Xamã acolhedor,Приветствующий шаман,ชาแมนผู้อวยพร,Pháp Sư Chào Hỏi,拳礼武僧,拳禮武僧,4,Heart,Herz,Corazón,Cœur,Hati,Cuore,ハート,하트,Coração,Сердце,หัวใจ,Trái Tim,爱心,愛心,2567882071,,,,,,,,,,,,,,,,,spirit_unlock
3929260718,lootbox_rare_kungfu_01,Blessing,Segen,Bendición,Bénédiction,Berkah,Benedizione,祝福,축복,Bênção,Благословение,พร,Chúc phúc,祝福,祝福,Greeting Shaman,Grüßender Schamane,Chamán amable,Shaman saluant,Dukun Salam,Sciamano accogliente,礼を尽くす祈祷師,인사하는 주술사,Xamã acolhedor,Приветствующий шаман,ชาแมนผู้อวยพร,Pháp Sư Chào Hỏi,拳礼武僧,拳禮武僧,5,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,2567882071,,,,,,,,,,,,,,,,,spirit_unlock
4196378836,CharSkyKid_Prop_AP02Bell_02,Outfit,outfit,Traje,Tenue,Pakaian,Costume,ドレスアップ,의상,Traje,Наряд,ชุดเสื้อผ้า,Trang phục,服饰,服飾,Greeting Shaman,Grüßender Schamane,Chamán amable,Shaman saluant,Dukun Salam,Sciamano accogliente,礼を尽くす祈祷師,인사하는 주술사,Xamã acolhedor,Приветствующий шаман,ชาแมนผู้อวยพร,Pháp Sư Chào Hỏi,拳礼武僧,拳禮武僧,45,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,3929260718,,,,,,,,,,,,,,,,,spirit_unlock
2638282869,tier_unlock_kungfu_01,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,Greeting Shaman,Grüßender Schamane,Chamán amable,Shaman saluant,Dukun Salam,Sciamano accogliente,礼を尽くす祈祷師,인사하는 주술사,Xamã acolhedor,Приветствующий шаман,ชาแมนผู้อวยพร,Pháp Sư Chào Hỏi,拳礼武僧,拳禮武僧,2,Ascended Candle,Aufgestiegene Kerze,Vela elevada,Bougie élevée,Lilin Kenaikan,Candela di ascensione,星のキャンドル,하늘양초,Vela Ascendida,Вознесенная свеча,เทียนจุติ,Nến Thăng Hoa,升华蜡烛,昇華燭,3929260718,,,,,,,,,,,,,,,,,spirit_unlock
1994835802,heart_kungfu,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,Greeting Shaman,Grüßender Schamane,Chamán amable,Shaman saluant,Dukun Salam,Sciamano accogliente,礼を尽くす祈祷師,인사하는 주술사,Xamã acolhedor,Приветствующий шаман,ชาแมนผู้อวยพร,Pháp Sư Chào Hỏi,拳礼武僧,拳禮武僧,3,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,3929260718,,,,,,,,,,,,,,,,,spirit_unlock
2601437309,emote_upgrade_kungfu_03,Expression Upgrade,Ausdrucksupgrade,Actualización de expresiones,Amélioration d’expression,Peningkatan Ekspresi,Migliora espressione,感情表現のアップグレード,제스처 업그레이드,Aprimoramento de expressão,Улучшение выражения,อัปเกรดการแสดงออก,Nâng cấp Biểu cảm,表情升级,表情升級,Greeting Shaman,Grüßender Schamane,Chamán amable,Shaman saluant,Dukun Salam,Sciamano accogliente,礼を尽くす祈祷師,인사하는 주술사,Xamã acolhedor,Приветствующий шаман,ชาแมนผู้อวยพร,Pháp Sư Chào Hỏi,拳礼武僧,拳禮武僧,3,Heart,Herz,Corazón,Cœur,Hati,Cuore,ハート,하트,Coração,Сердце,หัวใจ,Trái Tim,爱心,愛心,2638282869,,,,,,,,,,,,,,,,,spirit_unlock
2483993976,emote_upgrade_kungfu_04,Expression Upgrade,Ausdrucksupgrade,Actualización de expresiones,Amélioration d’expression,Peningkatan Ekspresi,Migliora espressione,感情表現のアップグレード,제스처 업그레이드,Aprimoramento de expressão,Улучшение выражения,อัปเกรดการแสดงออก,Nâng cấp Biểu cảm,表情升级,表情升級,Greeting Shaman,Grüßender Schamane,Chamán amable,Shaman saluant,Dukun Salam,Sciamano accogliente,礼を尽くす祈祷師,인사하는 주술사,Xamã acolhedor,Приветствующий шаман,ชาแมนผู้อวยพร,Pháp Sư Chào Hỏi,拳礼武僧,拳禮武僧,6,Heart,Herz,Corazón,Cœur,Hati,Cuore,ハート,하트,Coração,Сердце,หัวใจ,Trái Tim,爱心,愛心,2601437309,,,,,,,,,,,,,,,,,spirit_unlock
3912483099,lootbox_rare_kungfu_02,Blessing,Segen,Bendición,Bénédiction,Berkah,Benedizione,祝福,축복,Bênção,Благословение,พร,Chúc phúc,祝福,祝福,Greeting Shaman,Grüßender Schamane,Chamán amable,Shaman saluant,Dukun Salam,Sciamano accogliente,礼を尽くす祈祷師,인사하는 주술사,Xamã acolhedor,Приветствующий шаман,ชาแมนผู้อวยพร,Pháp Sư Chào Hỏi,拳礼武僧,拳禮武僧,5,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,2601437309,,,,,,,,,,,,,,,,,spirit_unlock
2535142832,CharSkyKid_Mask_AP02Bull_01,Outfit,outfit,Traje,Tenue,Pakaian,Costume,ドレスアップ,의상,Traje,Наряд,ชุดเสื้อผ้า,Trang phục,服饰,服飾,Greeting Shaman,Grüßender Schamane,Chamán amable,Shaman saluant,Dukun Salam,Sciamano accogliente,礼を尽くす祈祷師,인사하는 주술사,Xamã acolhedor,Приветствующий шаман,ชาแมนผู้อวยพร,Pháp Sư Chào Hỏi,拳礼武僧,拳禮武僧,54,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,3912483099,,,,,,,,,,,,,,,,,spirit_unlock
2348358260,CharSkyKid_Neck_AP02Pendant,Outfit,outfit,Traje,Tenue,Pakaian,Costume,ドレスアップ,의상,Traje,Наряд,ชุดเสื้อผ้า,Trang phục,服饰,服飾,Gratitude Guide,Dankbarkeits-Helfer,Guía de la Gratitud,Guide de la gratitude,Pemandu Rasa Syukur,Guida della Gratitudine,感謝の案内人,감사의 안내자,Guia da gratidão,Проводник (благодарность),ผู้แนะนำกตัญญู,Chỉ Dẫn Tri Ân,感恩向导,感恩嚮導,0,Season Candle,Saisonkerze,Vela de temporada,Bougie de saison,Lilin Musiman,Candela stagionale,シーズンキャンドル,시즌양초,Vela Sazonal,Сезонная свеча,เทียนประจำฤดูกาล,Nến Mùa,季节蜡烛,季節蠟燭,0,,,,,,,,,,,,,,,,,spirit_unlock
2894900906,emote_upgrade_doublefive_01,Expression Upgrade,Ausdrucksupgrade,Actualización de expresiones,Amélioration d’expression,Peningkatan Ekspresi,Migliora espressione,感情表現のアップグレード,제스처 업그레이드,Aprimoramento de expressão,Улучшение выражения,อัปเกรดการแสดงออก,Nâng cấp Biểu cảm,表情升级,表情升級,Doublefive Light Catcher,Doppel-Five-Lichtfänger,Cazador de luz con chocalas!,Attrapeur de lumière amical,Penangkap Cahaya Tos Dua Tangan,Raccoglitore della Luce amichevole,ダブルタッチの光採取者,하이파이브하는 빛잡이,Caçador de luz celebrante,Ловец света «дай пять»,ผู้ดักแสงจอมแปะมือ,Nông Dân Đập Tay,击掌光农,擊掌光農,0,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,0,,,,,,,,,,,,,,,,,spirit_unlock
4104588198,lootbox_rare_double_five_01,Blessing,Segen,Bendición,Bénédiction,Berkah,Benedizione,祝福,축복,Bênção,Благословение,พร,Chúc phúc,祝福,祝福,Doublefive Light Catcher,Doppel-Five-Lichtfänger,Cazador de luz con chocalas!,Attrapeur de lumière amical,Penangkap Cahaya Tos Dua Tangan,Raccoglitore della Luce amichevole,ダブルタッチの光採取者,하이파이브하는 빛잡이,Caçador de luz celebrante,Ловец света «дай пять»,ผู้ดักแสงจอมแปะมือ,Nông Dân Đập Tay,击掌光农,擊掌光農,5,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,2894900906,,,,,,,,,,,,,,,,,spirit_unlock
1984844986,CharSkyKid_Mask_AP03B,Outfit,outfit,Traje,Tenue,Pakaian,Costume,ドレスアップ,의상,Traje,Наряд,ชุดเสื้อผ้า,Trang phục,服饰,服飾,Doublefive Light Catcher,Doppel-Five-Lichtfänger,Cazador de luz con chocalas!,Attrapeur de lumière amical,Penangkap Cahaya Tos Dua Tangan,Raccoglitore della Luce amichevole,ダブルタッチの光採取者,하이파이브하는 빛잡이,Caçador de luz celebrante,Ловец света «дай пять»,ผู้ดักแสงจอมแปะมือ,Nông Dân Đập Tay,击掌光农,擊掌光農,24,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,4104588198,,,,,,,,,,,,,,,,,spirit_unlock
2655412792,tier_unlock_doublefive_01,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,Doublefive Light Catcher,Doppel-Five-Lichtfänger,Cazador de luz con chocalas!,Attrapeur de lumière amical,Penangkap Cahaya Tos Dua Tangan,Raccoglitore della Luce amichevole,ダブルタッチの光採取者,하이파이브하는 빛잡이,Caçador de luz celebrante,Ловец света «дай пять»,ผู้ดักแสงจอมแปะมือ,Nông Dân Đập Tay,击掌光农,擊掌光農,2,Ascended Candle,Aufgestiegene Kerze,Vela elevada,Bougie élevée,Lilin Kenaikan,Candela di ascensione,星のキャンドル,하늘양초,Vela Ascendida,Вознесенная свеча,เทียนจุติ,Nến Thăng Hoa,升华蜡烛,昇華燭,4104588198,,,,,,,,,,,,,,,,,spirit_unlock
3575026177,heart_doublefive,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,Doublefive Light Catcher,Doppel-Five-Lichtfänger,Cazador de luz con chocalas!,Attrapeur de lumière amical,Penangkap Cahaya Tos Dua Tangan,Raccoglitore della Luce amichevole,ダブルタッチの光採取者,하이파이브하는 빛잡이,Caçador de luz celebrante,Ловец света «дай пять»,ผู้ดักแสงจอมแปะมือ,Nông Dân Đập Tay,击掌光农,擊掌光農,3,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,4104588198,,,,,,,,,,,,,,,,,spirit_unlock
4087810579,lootbox_rare_double_five_02,Blessing,Segen,Bendición,Bénédiction,Berkah,Benedizione,祝福,축복,Bênção,Благословение,พร,Chúc phúc,祝福,祝福,Doublefive Light Catcher,Doppel-Five-Lichtfänger,Cazador de luz con chocalas!,Attrapeur de lumière amical,Penangkap Cahaya Tos Dua Tangan,Raccoglitore della Luce amichevole,ダブルタッチの光採取者,하이파이브하는 빛잡이,Caçador de luz celebrante,Ловец света «дай пять»,ผู้ดักแสงจอมแปะมือ,Nông Dân Đập Tay,击掌光农,擊掌光農,5,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,2655412792,,,,,,,,,,,,,,,,,spirit_unlock
2878123287,emote_upgrade_doublefive_02,Expression Upgrade,Ausdrucksupgrade,Actualización de expresiones,Amélioration d’expression,Peningkatan Ekspresi,Migliora espressione,感情表現のアップグレード,제스처 업그레이드,Aprimoramento de expressão,Улучшение выражения,อัปเกรดการแสดงออก,Nâng cấp Biểu cảm,表情升级,表情升級,Doublefive Light Catcher,Doppel-Five-Lichtfänger,Cazador de luz con chocalas!,Attrapeur de lumière amical,Penangkap Cahaya Tos Dua Tangan,Raccoglitore della Luce amichevole,ダブルタッチの光採取者,하이파이브하는 빛잡이,Caçador de luz celebrante,Ловец света «дай пять»,ผู้ดักแสงจอมแปะมือ,Nông Dân Đập Tay,击掌光农,擊掌光農,7,Heart,Herz,Corazón,Cœur,Hati,Cuore,ハート,하트,Coração,Сердце,หัวใจ,Trái Tim,爱心,愛心,4087810579,,,,,,,,,,,,,,,,,spirit_unlock
2231097150,CharSkyKid_Hair_AP03Umbrella_01,Outfit,outfit,Traje,Tenue,Pakaian,Costume,ドレスアップ,의상,Traje,Наряд,ชุดเสื้อผ้า,Trang phục,服饰,服飾,Doublefive Light Catcher,Doppel-Five-Lichtfänger,Cazador de luz con chocalas!,Attrapeur de lumière amical,Penangkap Cahaya Tos Dua Tangan,Raccoglitore della Luce amichevole,ダブルタッチの光採取者,하이파이브하는 빛잡이,Caçador de luz celebrante,Ловец света «дай пять»,ผู้ดักแสงจอมแปะมือ,Nông Dân Đập Tay,击掌光农,擊掌光農,34,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,4087810579,,,,,,,,,,,,,,,,,spirit_unlock
396560731,CharSkyKid_Prop_AP03Flute_01,Outfit,outfit,Traje,Tenue,Pakaian,Costume,ドレスアップ,의상,Traje,Наряд,ชุดเสื้อผ้า,Trang phục,服饰,服飾,Doublefive Light Catcher,Doppel-Five-Lichtfänger,Cazador de luz con chocalas!,Attrapeur de lumière amical,Penangkap Cahaya Tos Dua Tangan,Raccoglitore della Luce amichevole,ダブルタッチの光採取者,하이파이브하는 빛잡이,Caçador de luz celebrante,Ловец света «дай пять»,ผู้ดักแสงจอมแปะมือ,Nông Dân Đập Tay,击掌光农,擊掌光農,55,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,4087810579,,,,,,,,,,,,,,,,,spirit_unlock
501904012,emote_upgrade_lazycool_01,Expression Upgrade,Ausdrucksupgrade,Actualización de expresiones,Amélioration d’expression,Peningkatan Ekspresi,Migliora espressione,感情表現のアップグレード,제스처 업그레이드,Aprimoramento de expressão,Улучшение выражения,อัปเกรดการแสดงออก,Nâng cấp Biểu cảm,表情升级,表情升級,Laidback Pioneer,Entspannter Pionier,Pionero despreocupado,Pionnier décontracté,Perintis Santai,Pioniere disinvolto,くつろぐ開拓者,태평한 개척자,Pioneiro descontraído,Расслабленный первопроходец,ผู้บุกเบิกแสนสบาย,Người Tiên Phong Ung Dung,随性拓荒者,隨性拓荒者,0,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,0,,,,,,,,,,,,,,,,,spirit_unlock
2452468729,lootbox_rare_lazycool_01,Blessing,Segen,Bendición,Bénédiction,Berkah,Benedizione,祝福,축복,Bênção,Благословение,พร,Chúc phúc,祝福,祝福,Laidback Pioneer,Entspannter Pionier,Pionero despreocupado,Pionnier décontracté,Perintis Santai,Pioniere disinvolto,くつろぐ開拓者,태평한 개척자,Pioneiro descontraído,Расслабленный первопроходец,ผู้บุกเบิกแสนสบาย,Người Tiên Phong Ung Dung,随性拓荒者,隨性拓荒者,5,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,501904012,2,5,,,,,,,,,,,,,,,spirit_unlock
2001622605,CharSkyKid_Mask_AP03C,Outfit,outfit,Traje,Tenue,Pakaian,Costume,ドレスアップ,의상,Traje,Наряд,ชุดเสื้อผ้า,Trang phục,服饰,服飾,Laidback Pioneer,Entspannter Pionier,Pionero despreocupado,Pionnier décontracté,Perintis Santai,Pioniere disinvolto,くつろぐ開拓者,태평한 개척자,Pioneiro descontraído,Расслабленный первопроходец,ผู้บุกเบิกแสนสบาย,Người Tiên Phong Ung Dung,随性拓荒者,隨性拓荒者,30,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,2452468729,2,1,,,,,,,,,,,,,,,spirit_unlock
2960719514,tier_unlock_lazycool_01,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,tier_unlock,Laidback Pioneer,Entspannter Pionier,Pionero despreocupado,Pionnier décontracté,Perintis Santai,Pioniere disinvolto,くつろぐ開拓者,태평한 개척자,Pioneiro descontraído,Расслабленный первопроходец,ผู้บุกเบิกแสนสบาย,Người Tiên Phong Ung Dung,随性拓荒者,隨性拓荒者,2,Ascended Candle,Aufgestiegene Kerze,Vela elevada,Bougie élevée,Lilin Kenaikan,Candela di ascensione,星のキャンドル,하늘양초,Vela Ascendida,Вознесенная свеча,เทียนจุติ,Nến Thăng Hoa,升华蜡烛,昇華燭,2452468729,3,9,,,,,,,,,,,,,,,spirit_unlock
3845451563,heart_lazycool,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,heart,Laidback Pioneer,Entspannter Pionier,Pionero despreocupado,Pionnier décontracté,Perintis Santai,Pioniere disinvolto,くつろぐ開拓者,태평한 개척자,Pioneiro descontraído,Расслабленный первопроходец,ผู้บุกเบิกแสนสบาย,Người Tiên Phong Ung Dung,随性拓荒者,隨性拓荒者,3,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,2452468729,2,9,,,,,,,,,,,,,,,spirit_unlock
2402135872,lootbox_rare_lazycool_02,Blessing,Segen,Bendición,Bénédiction,Berkah,Benedizione,祝福,축복,Bênção,Благословение,พร,Chúc phúc,祝福,祝福,Laidback Pioneer,Entspannter Pionier,Pionero despreocupado,Pionnier décontracté,Perintis Santai,Pioniere disinvolto,くつろぐ開拓者,태평한 개척자,Pioneiro descontraído,Расслабленный первопроходец,ผู้บุกเบิกแสนสบาย,Người Tiên Phong Ung Dung,随性拓荒者,隨性拓荒者,5,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,candles,2960719514,3,5,,,,,,,,,,,,,,,spirit_unlock
